tweet_id,screen_name,utc_date,pacific_time,source,favorites,retweets,lang,text,quote,place,latitude,longitude,media_type,media,tweet_type,original_tweet_id
1225381551183212544,ahmed_56w,2020-02-06T11:31:42.000Z,"2/6/2020, 3:31:42 AM",Twitter for iPhone,0,432,ar,"RT @stcpay_ksa : خطوة بخطوة مع #تحدي_رقصة_الراتب تخليك تفوز بفلوس🕺💰

جرب تضبط رقصة الراتب🕺
وحطها تحت هذة التغريدة مع فولو لحسابنا 👇
وراح تدخل السحب على ألف ريال كل يوم لمدة ثمان ايام وراح نرسلها لك إلى محفظتك في stc pay 🤩 https://t.co/R3iB1Yjezm",,,,,,,retweet,1223267660261097477
1225381494648135680,taeeeeem_syr,2020-02-06T11:31:29.000Z,"2/6/2020, 3:31:29 AM",Twitter for iPhone,0,40,ar,"RT @ins660 : 🎨 بيع حسابات انستقرام 🇸🇦 للبيع ⁦♥️⁩

👌مناسبة لل🎼 متاجر 🎼 حسابات شخصية ..

حساب للبيع 👌

⁦⁦♥️⁩⁩5 آلاف متابع 
⚫7 آلاف متابع 
⁦♥️⁩11 ألف متابع 

⁦📉⁩⁩ نقبل تحويل بنكي ع الاهلي والراجحي وشحن STC

⁦ للتواصل خاص فقط🎨 

#ماذا_يغضب_البنات https://t.co/f5mMpXaR7d",,,,,,,retweet,1225362827541721088
1225381305405333504,Ax62KfNQLgAWYQT,2020-02-06T11:30:44.000Z,"2/6/2020, 3:30:44 AM",Twitter for Android,0,5,ar,"RT @Z_alshatti36 : 🗓 اليوم

⚽️ ضمن دوري STC لكرة القدم

📌 القادسية 🆚 الكويت

🕘 الساعة 6:00م

تشهد المباراة أعتزال اللاعب 
سعود المجمد https://t.co/4tPsYCZVdz",,,,,,,retweet,1225349253473673216
1225381178812903425,app__pls,2020-02-06T11:30:14.000Z,"2/6/2020, 3:30:14 AM",Twitter for Android,0,40,ar,"RT @ins660 : 🎨 بيع حسابات انستقرام 🇸🇦 للبيع ⁦♥️⁩

👌مناسبة لل🎼 متاجر 🎼 حسابات شخصية ..

حساب للبيع 👌

⁦⁦♥️⁩⁩5 آلاف متابع 
⚫7 آلاف متابع 
⁦♥️⁩11 ألف متابع 

⁦📉⁩⁩ نقبل تحويل بنكي ع الاهلي والراجحي وشحن STC

⁦ للتواصل خاص فقط🎨 

#ماذا_يغضب_البنات https://t.co/f5mMpXaR7d",,,,,,,retweet,1225362827541721088
1225381043127169024,Guitaraib,2020-02-06T11:29:41.000Z,"2/6/2020, 3:29:41 AM",Twitter for iPhone,0,0,ar,@Bdah2424 زفت انا غيرتها ل stc,,,,,,,reply,
1225380996717187072,EgyptCNews,2020-02-06T11:29:30.000Z,"2/6/2020, 3:29:30 AM",TweetDeck,0,0,en,Egyptian law obliges STC to present MTO for 100% of #VodafoneEgypt https://t.co/FEYAKrNsDY,,,,,,,tweet,
1225380890643030017,mwm87674437,2020-02-06T11:29:05.000Z,"2/6/2020, 3:29:05 AM",Twitter for Android,0,0,ja,"@musiclover_stc 迫力ありまくりですよね～！！
他のメンバーもいいんですけどね♪",,,,,,,reply,
1225380846422691846,E3_57,2020-02-06T11:28:54.000Z,"2/6/2020, 3:28:54 AM",Twitter for Android,0,0,ar,"@stc_ksa 
نتكم امرضني والله امرضني",,,,,,,tweet,
1225380654096867328,BrahmDe59576982,2020-02-06T11:28:09.000Z,"2/6/2020, 3:28:09 AM",Twitter for Android,0,918,en,RT @siemensindustry : Meet new and evolving threats with RUGGEDCOM #cybersecurity solutions from your partner on the inside: #Siemens. Find out more at https://t.co/iB7v1SyHVi #IIoT #datasecurity https://t.co/ukqPvALQJ6,,,,,,,retweet,1202509389959237632
1225380593938128897,2sh_ix,2020-02-06T11:27:54.000Z,"2/6/2020, 3:27:54 AM",Twitter for iPhone,2,0,ar,يالله أنك تلعن stc,,,,,,,tweet,
1225380579668967425,3rbawei,2020-02-06T11:27:51.000Z,"2/6/2020, 3:27:51 AM",Twitter for iPhone,0,3,ar,"RT @3rbawei93 : حصري :
الطاقم التحكيمي لمباراة العربي والساحل غداً ضمن دوري STC الممتاز :
حكم ساحة / يوسف نصار
مساعد أول / علي جراغ
مساعد ثاني / محمد محسن أشكناني
حكم رابع / عبدالله عرب
حكم تقنية الفيديو (VAR) / سعد الفضلي
حكم مساعد لتقنية الفيديو (AVAR) / عبدالله الهندال https://t.co/kFJrhlMroF",,,,,,,retweet,1225377965086846977
1225380519979843584,ArtselinaHCL,2020-02-06T11:27:37.000Z,"2/6/2020, 3:27:37 AM",Twitter for iPhone,0,40433,in,RT @jjprofileid : Penipuan di @McDonalds_ID STC senayan. Jadi kita pesen mcd drive thru setelah itu kita ga di kasi struk dia bilang komputer sedang tidak aktif karena sudah pagi. Sejak kapan seperti itu? Kecurigaan mulai timbul dan ini yang terjadi ... https://t.co/705qC5ssww,,,,,,,retweet,1224515245772664832
1225380460806713346,3LaHoonK,2020-02-06T11:27:22.000Z,"2/6/2020, 3:27:22 AM",Twitter for Android,0,0,und,@omar_alfrhan @OoredooKuwait @stc_kwt https://t.co/Gj6ckxNeUl,,,,,animated_gif,https://video.twimg.com/tweet_video/EQFtBwRXkAApKGU.mp4 ,reply,
1225380456746672128,bojaseem74,2020-02-06T11:27:22.000Z,"2/6/2020, 3:27:22 AM",Twitter for iPhone,0,3,ar,"RT @3rbawei93 : حصري :
الطاقم التحكيمي لمباراة العربي والساحل غداً ضمن دوري STC الممتاز :
حكم ساحة / يوسف نصار
مساعد أول / علي جراغ
مساعد ثاني / محمد محسن أشكناني
حكم رابع / عبدالله عرب
حكم تقنية الفيديو (VAR) / سعد الفضلي
حكم مساعد لتقنية الفيديو (AVAR) / عبدالله الهندال https://t.co/kFJrhlMroF",,,,,,,retweet,1225377965086846977
1225380439604547589,sj3samr,2020-02-06T11:27:17.000Z,"2/6/2020, 3:27:17 AM",Twitter for Android,0,40,ar,"RT @ins660 : 🎨 بيع حسابات انستقرام 🇸🇦 للبيع ⁦♥️⁩

👌مناسبة لل🎼 متاجر 🎼 حسابات شخصية ..

حساب للبيع 👌

⁦⁦♥️⁩⁩5 آلاف متابع 
⚫7 آلاف متابع 
⁦♥️⁩11 ألف متابع 

⁦📉⁩⁩ نقبل تحويل بنكي ع الاهلي والراجحي وشحن STC

⁦ للتواصل خاص فقط🎨 

#ماذا_يغضب_البنات https://t.co/f5mMpXaR7d",,,,,,,retweet,1225362827541721088
1225380383639904256,Sarabntalaseela,2020-02-06T11:27:04.000Z,"2/6/2020, 3:27:04 AM",Twitter for iPhone,0,432,ar,"RT @stcpay_ksa : خطوة بخطوة مع #تحدي_رقصة_الراتب تخليك تفوز بفلوس🕺💰

جرب تضبط رقصة الراتب🕺
وحطها تحت هذة التغريدة مع فولو لحسابنا 👇
وراح تدخل السحب على ألف ريال كل يوم لمدة ثمان ايام وراح نرسلها لك إلى محفظتك في stc pay 🤩 https://t.co/R3iB1Yjezm",,,,,,,retweet,1223267660261097477
1225380233773228033,24kkk2,2020-02-06T11:26:28.000Z,"2/6/2020, 3:26:28 AM",Twitter Web App,0,40,ar,"RT @ins660 : 🎨 بيع حسابات انستقرام 🇸🇦 للبيع ⁦♥️⁩

👌مناسبة لل🎼 متاجر 🎼 حسابات شخصية ..

حساب للبيع 👌

⁦⁦♥️⁩⁩5 آلاف متابع 
⚫7 آلاف متابع 
⁦♥️⁩11 ألف متابع 

⁦📉⁩⁩ نقبل تحويل بنكي ع الاهلي والراجحي وشحن STC

⁦ للتواصل خاص فقط🎨 

#ماذا_يغضب_البنات https://t.co/f5mMpXaR7d",,,,,,,retweet,1225362827541721088
1225380198880698368,badelofajar,2020-02-06T11:26:20.000Z,"2/6/2020, 3:26:20 AM",Twitter Web App,0,10,in,RT @kumparan : Crew McDonald's tersebut sudah mengakui perbuatannya dan mengundurkan diri. https://t.co/byKNBSdOGW,,,,,,,retweet,1225346667659943936
1225380189691154433,hh7003,2020-02-06T11:26:18.000Z,"2/6/2020, 3:26:18 AM",Twitter for Android,0,40,ar,"RT @ins660 : 🎨 بيع حسابات انستقرام 🇸🇦 للبيع ⁦♥️⁩

👌مناسبة لل🎼 متاجر 🎼 حسابات شخصية ..

حساب للبيع 👌

⁦⁦♥️⁩⁩5 آلاف متابع 
⚫7 آلاف متابع 
⁦♥️⁩11 ألف متابع 

⁦📉⁩⁩ نقبل تحويل بنكي ع الاهلي والراجحي وشحن STC

⁦ للتواصل خاص فقط🎨 

#ماذا_يغضب_البنات https://t.co/f5mMpXaR7d",,,,,,,retweet,1225362827541721088
1225380145248247808,Adeltayeb,2020-02-06T11:26:07.000Z,"2/6/2020, 3:26:07 AM",Twitter for Android,0,1,ar,RT @ssaari101010 : @Adeltayeb مرة دخلت ع stc  بدل ما اسلم قلت الووووو,,,,,,,retweet,1225379229971423233
1225380087333343232,jawwy,2020-02-06T11:25:53.000Z,"2/6/2020, 3:25:53 AM",Lithium Tech.,0,0,ar,"@fahadaljabre يا هلا فيك ومرحبا، سعيدين بتواصلك معنا في جوّي STC
 
كومبو ال 150 اللي يعطيك 10 جيجا و 1500 دقيقة محلية مع السوشيال ميديا اللا محدود ( تويتر، فيسبوك، انستقرام، تليقرام، واتساب، سنابتشات، يوتيوب) 
صلاحيتها 30 يوم 
سعرها 150 ريال",,,,,,,reply,
1225379993900814337,purirohermawan,2020-02-06T11:25:31.000Z,"2/6/2020, 3:25:31 AM",Twitter for Android,0,10,in,RT @kumparan : Crew McDonald's tersebut sudah mengakui perbuatannya dan mengundurkan diri. https://t.co/byKNBSdOGW,,,,,,,retweet,1225346667659943936
1225379965568475137,juulz_stc,2020-02-06T11:25:24.000Z,"2/6/2020, 3:25:24 AM",Twitter for iPhone,0,0,und,1BS https://t.co/CTldrk0s9x,"so hard to decide, 6DZ https://t.co/8bgt9hgGLi",,,,,,tweet,
1225379765152079872,6monxv,2020-02-06T11:24:37.000Z,"2/6/2020, 3:24:37 AM",Twitter for Android,0,40,ar,"RT @ins660 : 🎨 بيع حسابات انستقرام 🇸🇦 للبيع ⁦♥️⁩

👌مناسبة لل🎼 متاجر 🎼 حسابات شخصية ..

حساب للبيع 👌

⁦⁦♥️⁩⁩5 آلاف متابع 
⚫7 آلاف متابع 
⁦♥️⁩11 ألف متابع 

⁦📉⁩⁩ نقبل تحويل بنكي ع الاهلي والراجحي وشحن STC

⁦ للتواصل خاص فقط🎨 

#ماذا_يغضب_البنات https://t.co/f5mMpXaR7d",,,,,,,retweet,1225362827541721088
1225379749771395073,sasds04,2020-02-06T11:24:33.000Z,"2/6/2020, 3:24:33 AM",Twitter for Android,0,0,tl,"My favorite SB19 Moments is yung unang beses ko sila nakita sa STC kasi dun nakita ko sila ng sobrang lapit nahawakan ko kamay nila maliban lang kay KEN pero sobrang best moment nun lalo na nung after event asa labas kmi iniintay sundo namin tapos...
#SB19atHIWAGAUPFair https://t.co/PwgE1r5oaF","[TICKET GIVEAWAY]

A'TIN, because of your immense support, we will be giving away 2 tickets to UP Fair Hiwaga on Feb. 10! 

Please see the poster for full mechanics. Goodluck &amp; kitakits! 💙🥰 #SB19atHIWAGAUPFAIR

#SB19 #SB19_JUSTIN #SB19_JOSH #SB19_SEJUN #SB19_KEN #SB19_STELL https://t.co/lJj4FuteUt",,,,,,tweet,
1225379661607100416,nexmoha,2020-02-06T11:24:12.000Z,"2/6/2020, 3:24:12 AM",Twitter for iPhone,0,432,ar,"RT @stcpay_ksa : خطوة بخطوة مع #تحدي_رقصة_الراتب تخليك تفوز بفلوس🕺💰

جرب تضبط رقصة الراتب🕺
وحطها تحت هذة التغريدة مع فولو لحسابنا 👇
وراح تدخل السحب على ألف ريال كل يوم لمدة ثمان ايام وراح نرسلها لك إلى محفظتك في stc pay 🤩 https://t.co/R3iB1Yjezm",,,,,,,retweet,1223267660261097477
1225379536100921344,aeytb,2020-02-06T11:23:42.000Z,"2/6/2020, 3:23:42 AM",Twitter for Android,0,40433,in,RT @jjprofileid : Penipuan di @McDonalds_ID STC senayan. Jadi kita pesen mcd drive thru setelah itu kita ga di kasi struk dia bilang komputer sedang tidak aktif karena sudah pagi. Sejak kapan seperti itu? Kecurigaan mulai timbul dan ini yang terjadi ... https://t.co/705qC5ssww,,,,,,,retweet,1224515245772664832
1225379519219077120,177josaam,2020-02-06T11:23:38.000Z,"2/6/2020, 3:23:38 AM",Twitter Web App,0,40,ar,"RT @ins660 : 🎨 بيع حسابات انستقرام 🇸🇦 للبيع ⁦♥️⁩

👌مناسبة لل🎼 متاجر 🎼 حسابات شخصية ..

حساب للبيع 👌

⁦⁦♥️⁩⁩5 آلاف متابع 
⚫7 آلاف متابع 
⁦♥️⁩11 ألف متابع 

⁦📉⁩⁩ نقبل تحويل بنكي ع الاهلي والراجحي وشحن STC

⁦ للتواصل خاص فقط🎨 

#ماذا_يغضب_البنات https://t.co/f5mMpXaR7d",,,,,,,retweet,1225362827541721088
1225379445114122243,_SKalajmi,2020-02-06T11:23:20.000Z,"2/6/2020, 3:23:20 AM",Twitter for iPhone,0,3,ar,"RT @ALDERBYSHOW : توقعات الرواد لقمة #الكويت و #القادسية في دوري #STC الممتاز.
د.محسن العنزي وصلاح مرزوق وأحمد موسى يتوقعونها للقادسية، وعبدالعزيز الهاجري يتوقعها تعادل 1-1.
#الديربي https://t.co/n0zMkuhq8R",,,,,,,retweet,1225193866023837696
1225379229971423233,ssaari101010,2020-02-06T11:22:29.000Z,"2/6/2020, 3:22:29 AM",Twitter for Android,0,1,ar,@Adeltayeb مرة دخلت ع stc  بدل ما اسلم قلت الووووو,,,,,,,reply,
1225379228675461121,aasyrafazizann,2020-02-06T11:22:29.000Z,"2/6/2020, 3:22:29 AM",Twitter for Android,0,432,ar,"RT @stcpay_ksa : خطوة بخطوة مع #تحدي_رقصة_الراتب تخليك تفوز بفلوس🕺💰

جرب تضبط رقصة الراتب🕺
وحطها تحت هذة التغريدة مع فولو لحسابنا 👇
وراح تدخل السحب على ألف ريال كل يوم لمدة ثمان ايام وراح نرسلها لك إلى محفظتك في stc pay 🤩 https://t.co/R3iB1Yjezm",,,,,,,retweet,1223267660261097477
1225379187495710720,adfx111,2020-02-06T11:22:19.000Z,"2/6/2020, 3:22:19 AM",Twitter for Android,0,17,ar,"RT @mohammadshoweir : @stcpay_ksa ▪️للأسف يا STC انحطاط وسفول يعكس أخلاق القائمين على قسم الدعاية والإعلان
أهذه هي رسالتكم ورؤيتكم مع شعاركم الجديد؟!
رقص وحركات سخيفة وقلة حياء
لكن العتب ليس عليكم، بل على من يجاريكم في #تحدي_رقصة_الراتب ويقبل أن تستخفوا بعقله

⛔️لكن... 👇هذه الحركة التي تناسبكم https://t.co/Dh9MKVxSZN",,,,,,,retweet,1225268102251851779
1225379134966304768,zmzm_90,2020-02-06T11:22:06.000Z,"2/6/2020, 3:22:06 AM",Twitter for Android,0,40,ar,"RT @ins660 : 🎨 بيع حسابات انستقرام 🇸🇦 للبيع ⁦♥️⁩

👌مناسبة لل🎼 متاجر 🎼 حسابات شخصية ..

حساب للبيع 👌

⁦⁦♥️⁩⁩5 آلاف متابع 
⚫7 آلاف متابع 
⁦♥️⁩11 ألف متابع 

⁦📉⁩⁩ نقبل تحويل بنكي ع الاهلي والراجحي وشحن STC

⁦ للتواصل خاص فقط🎨 

#ماذا_يغضب_البنات https://t.co/f5mMpXaR7d",,,,,,,retweet,1225362827541721088
1225379116905631744,Eng_toro,2020-02-06T11:22:02.000Z,"2/6/2020, 3:22:02 AM",Twitter for iPhone,0,0,ar,"@SL_FuT حتى تمرين الكورة صرنا نحاسب stc pay 
نعمة نعمة هالتقنية الكاش قلق",,,,,,,reply,
1225379066217451520,thaliakng,2020-02-06T11:21:50.000Z,"2/6/2020, 3:21:50 AM",Twitter for iPhone,0,3,fr,"RT @MelBarege : @cassi_stc, @thaliakng et moi on va s’y mettre 🤪 https://t.co/egisIV0Pz2",,,,,,,retweet,1225279980629889026
1225378989671374848,STC_4IK,2020-02-06T11:21:32.000Z,"2/6/2020, 3:21:32 AM",Twitter for iPhone,1,0,en,Today we are learning about division by putting raisins into groups! #whatsyourquotient ➗➗➗ https://t.co/MdaaOzuVpJ,,,,,photo,https://pbs.twimg.com/media/EQFrsAOW4AEsqY4.jpg ,tweet,
1225378868481097728,mokhrepashom,2020-02-06T11:21:03.000Z,"2/6/2020, 3:21:03 AM",Twitter for Android,4,0,ar,"سهم اس تي سي stc يواصل هبوطه ويصل 87.40 ويغلق قابا عند 87.70 
و لكن هل يغلق فوق 87.70 و يستقر فوقها ؟ 
الى الساعة الثانية من جلسة الخميس 6 فبراير 2020 و سعره عند 87.70
تبقت ساعة عن الاغلاق .

👇👇👇 https://t.co/RfmGQJbCGw",,,,,photo,https://pbs.twimg.com/media/EQFrjpDXsAA_9oN.jpg ,tweet,
1225378692165038081,StC_Arare,2020-02-06T11:20:21.000Z,"2/6/2020, 3:20:21 AM",Twitter for Android,0,3310,ja,"RT @bang_dream_gbp : ガルパに登場するキャラクターたちの日常を描いた４コマ漫画、『もっと！ガルパライフ』（#ガルパラ）を更新しました😍

第208話「激論の余韻」🎶

今までのお話はこちら→https://t.co/EdBIXmQNI0
#バンドリ #ガルパ https://t.co/oxBiTfGEKw",,,,,,,retweet,1225254178869538816
1225378613266206722,hamraniii,2020-02-06T11:20:02.000Z,"2/6/2020, 3:20:02 AM",Twitter for iPhone,0,0,und,@alzaid رقمك STC ؟,,,,,,,reply,
1225378542910869504,stccare_ksa,2020-02-06T11:19:45.000Z,"2/6/2020, 3:19:45 AM",Genesys Social Engagement.,0,0,ar,"@ALJANADIRIA1 حياك الله
عشان نقوم معاك بالواجب تواصل معنا على الخاص
يومك سعيد
https://t.co/8cd5h6bWrj",,,,,,,reply,
1225378495141990400,omar_alfrhan,2020-02-06T11:19:34.000Z,"2/6/2020, 3:19:34 AM",Twitter for Android,1,0,ar,"وينكم ليش غايبين ؟؟ 
@OoredooKuwait @stc_kwt",,,,,,,tweet,
1225378481929932801,MaryamAbdlmalik,2020-02-06T11:19:31.000Z,"2/6/2020, 3:19:31 AM",Twitter for iPhone,0,40,ar,"RT @ins660 : 🎨 بيع حسابات انستقرام 🇸🇦 للبيع ⁦♥️⁩

👌مناسبة لل🎼 متاجر 🎼 حسابات شخصية ..

حساب للبيع 👌

⁦⁦♥️⁩⁩5 آلاف متابع 
⚫7 آلاف متابع 
⁦♥️⁩11 ألف متابع 

⁦📉⁩⁩ نقبل تحويل بنكي ع الاهلي والراجحي وشحن STC

⁦ للتواصل خاص فقط🎨 

#ماذا_يغضب_البنات https://t.co/f5mMpXaR7d",,,,,,,retweet,1225362827541721088
1225378254376144896,takkygawgaw,2020-02-06T11:18:36.000Z,"2/6/2020, 3:18:36 AM",Twitter for iPhone,0,0,ja,@musiclover_stc 店員さんと無言の戦い(*´艸`)ﾌﾟﾌﾟw,,,,,,,reply,
1225377974956052482,aa16366,2020-02-06T11:17:30.000Z,"2/6/2020, 3:17:30 AM",Twitter for Android,0,0,ar,"@stclive قدمت طلب لحل مشكلة عدم عمل خدمة 5G برغم موقعي يدعم 5G وجهازي يدعم 5G  
منذ تاريخ 21/12/2019 ولم تحل المشكلة لليوم

رقم الشكوى لدى مقدم الخدمة STC
 (1-1266968357683)

اسم البرج(المشكلة):  G.S.M ZJD 013 https://t.co/RInb2UkmcX",,,,,photo,https://pbs.twimg.com/media/EQFqxFgWsAAjFn1.jpg ,reply,
1225377965086846977,3rbawei93,2020-02-06T11:17:27.000Z,"2/6/2020, 3:17:27 AM",Twitter for Android,2,3,ar,"حصري :
الطاقم التحكيمي لمباراة العربي والساحل غداً ضمن دوري STC الممتاز :
حكم ساحة / يوسف نصار
مساعد أول / علي جراغ
مساعد ثاني / محمد محسن أشكناني
حكم رابع / عبدالله عرب
حكم تقنية الفيديو (VAR) / سعد الفضلي
حكم مساعد لتقنية الفيديو (AVAR) / عبدالله الهندال https://t.co/kFJrhlMroF",,,,,photo,https://pbs.twimg.com/media/EQFqs4sUwAMM9FJ.jpg https://pbs.twimg.com/media/EQFqt3EXsAAK3rS.jpg https://pbs.twimg.com/media/EQFqu94U8AILCpX.jpg https://pbs.twimg.com/media/EQFqv4BXkAAoMvc.jpg ,tweet,
1225377726690840576,CarreonMj,2020-02-06T11:16:31.000Z,"2/6/2020, 3:16:31 AM",Twitter for iPhone,0,1,tl,RT @biancaenrqz : MAY BANDFEST TIX PA AKO??? HELLO??? BILHIN NIYO NA SAKIN JEBALYO!!! MAG BARDAGULAN KAYO WITH ITCHYWORMS and OVER OCTOBER TOMORROW NIGHT SA STC QC COVERED COURT 6 PM yes hello bilhin niyo na please https://t.co/2SClb1z0dA,,,,,,,retweet,1225374311235477504
1225377698505199618,SSLSIP,2020-02-06T11:16:24.000Z,"2/6/2020, 3:16:24 AM",Twitter for Android,5,0,ar,"الجهاز ماعليه خسارة افتح قفل الشبكة وركب عليها STC او موبايلي والغي العقد مع @ZainKSA 
اذا شبكة @stc_ksa او @Mobily تعطيك سرعات عالية مع± 4G كما وثقت مسبقا نام بالفور جي بلس سنين وابد اي دعم فني تطلبه اخواني باذن لله بخدمتك يامبدع @Al_shmlani @l7mpi @sult4ni @salim3344 https://t.co/e3AdR0Wzsi",@SSLSIP @ZainKSA @sul6an82 @CITC_SA @aalswaha @sult4ni @DrHamazani @XQ55 هذا مكانه الصحيح احترامي بالتزام العقد فقط https://t.co/rEeBONYskt,,,,,,tweet,
1225377682038325248,A_00625,2020-02-06T11:16:20.000Z,"2/6/2020, 3:16:20 AM",Twitter for Android,0,0,ar,@stc_ksa نقاطي قطاف منها وانقص لماذا مع اني دايم اشحن واشترك في النت ؟؟؟,,,,,,,reply,
1225377651826753537,qViPSA,2020-02-06T11:16:13.000Z,"2/6/2020, 3:16:13 AM",Twitter for Android,0,0,ar,"@stc_ksa يجيك الجهاز مقفول على تردد خاص في شبكة STC
-نصيحة اللي يبيه يطلبه من شركه هواوي متجر العالمي يجيك الجهاز مفتوح على كل ترددات بالاضافة سوفتوير حق هواوي الرسمي وليس معدل حق STC.",,,,,,,reply,
1225377641097814016,aa16366,2020-02-06T11:16:10.000Z,"2/6/2020, 3:16:10 AM",Twitter for Android,0,0,ar,"@stc قدمت طلب لحل مشكلة عدم عمل خدمة 5G برغم موقعي يدعم 5G وجهازي يدعم 5G  
منذ تاريخ 21/12/2019 ولم تحل المشكلة لليوم

رقم الشكوى لدى مقدم الخدمة STC
 (1-1266968357683)

اسم البرج(المشكلة):  G.S.M ZJD 013 https://t.co/tYanPfGHG7",,,,,photo,https://pbs.twimg.com/media/EQFqdpEXYAAce2Y.jpg ,reply,
1225377513297383425,Grocerjy,2020-02-06T11:15:40.000Z,"2/6/2020, 3:15:40 AM",Twitter Web App,0,0,ar,"عروض منظفات المنزل الاقتصادية من سلفر ماجيك صناعة اردنية لدى #قروسرجي اي حبة بـ 5 ريال
توصيل مجاني عند الطلب من قروسرجي بأكثر من 299 ريال
الدفع عند الاستلام او من خلال محفظة stc pay
تطبق الشروط و الأحكام
https://t.co/TNz2JL0Ua3 https://t.co/LjlYllwB4N",,,,,photo,https://pbs.twimg.com/media/EQFqV-SXUAE071m.jpg ,tweet,
